AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,CA,CELG,CERN,CMCSA,COST,CSCO,CSX,CTRP,CTSH,DISCA,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FOX,FOXA,GILD,GOOGL,INTC,JD,KHC,LBTYA,LBTYK,LRCX,MAR,MAT,MCHP,MDLZ,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTAP,NVDA,NXPI,PAYX,PCAR,PYPL,QCOM,QVCA,ROST,SBUX,SIRI,STX,SWKS,SYMC,TMUS,TRIP,TSCO,TSLA,TXN,VIAB,VOD,VRTX,WBA,WDC,WFM,XLNX,YHOO,NDX
35.69,104.225,98,63.75,89.1,59.16,50.545,128.09,26.2,171.691,758.855,40.13,161.555,44.89,159.505,288.88,34.67,111.82,62.2975,67.219,167.04,30.615,28.395,43.65,57.485,25.09,53.375,96.3668,76.38,31.095,76.23,115.69,42.89,124.3261,27.1,26.69,79.5,797.68,34.825,21.595,86.37,31.59,30.845,89.91,71.62,33.35,55.87,44,56.4652,13.71,40.84,46.53,42.58,90.91,26.22,57.07,83.54,59.11,58.86,37.07,62.59,26.72,61.72,58.02,4.395,31.935,65.9,20.41,46.28,69.685,91.72,234.61,69.82,45.35,30.94,96.39,79.24,47.35,30.46,51.177,38.12,4729.487
35.66,104.17,98.02,63.7,89.085,59.16,50.54,128.02,26.19,171.669,758.3,40.13,161.465,44.885,159.48,288.69,34.665,111.7522,62.28,67.1831,167.02,30.615,28.395,43.65,57.49,25.075,53.37,96.35,76.375,31.095,76.19,115.75,42.88,124.3336,27.1,26.69,79.465,798.31,34.825,21.605,86.36,31.59,30.83,89.9,71.61,33.33,55.88,43.98,56.475,13.705,40.83,46.515,42.54,90.897,26.225,57.08,83.59,59.12,58.831,37.07,62.575,26.7,61.69,58.02,4.4,31.93,65.89,20.415,46.27,69.6,91.66,234.56,69.81,45.355,30.935,96.33,79.2,47.3445,30.46,51.175,38.11,4728.892
35.67,104.111,97.91,63.68,89.05,59.13,50.57,127.92,26.16,171.48,758.18,40.11,161.36,44.88,159.35,288.66,34.65,111.71,62.24,67.145,166.94,30.59,28.39,43.65,57.48,25.05,53.34,96.28,76.39,31.09,76.14,115.6462,42.85,124.302,27.085,26.675,79.46,798.38,34.81,21.59,86.31,31.59,30.83,89.86,71.58,33.31,55.84,43.95,56.47,13.68,40.82,46.51,42.495,90.85,26.2,57.0558,83.56,59.11,58.84,37.065,62.55,26.69,61.68,58.03,4.395,31.89,65.83,20.405,46.24,69.57,91.615,234.29,69.77,45.37,30.92,96.29,79.15,47.271,30.46,51.15,38.1,4726.92
35.675,104.1106,97.894,63.63,89.06,59.13,50.54,127.93,26.17,171.4933,758.48,40.05,161.33,44.86,159.42,288.58,34.65,111.72,62.23,67.15,166.94,30.6,28.395,43.65,57.47,25.055,53.35,96.29,76.36,31.1,76.15,115.64,42.855,124.341,27.09,26.675,79.47,798.49,34.8,21.59,86.31,31.585,30.83,89.89,71.58,33.3084,55.82,43.97,56.4795,13.681,40.785,46.51,42.53,90.861,26.19,57.01,83.57,59.1,58.83,37.06,62.555,26.68,61.67,58.015,4.395,31.888,65.81,20.395,46.245,69.53,91.6075,234.31,69.7665,45.365,30.93,96.25,79.17,47.295,30.455,51.13,38.1,4727.123
35.67,104.1641,97.94,63.65,89.06,59.14,50.555,127.89,26.19,171.54,758.66,40.08,161.33,44.86,159.245,288.65,34.68,111.77,62.26,67.155,166.91,30.6,28.4,43.65,57.46,25.07,53.33,96.2874,76.3,31.11,76.14,115.74,42.86,124.35,27.09,26.675,79.51,798.715,34.81,21.58,86.33,31.585,30.8331,89.94,71.58,33.3136,55.8331,43.9642,56.485,13.685,40.77,46.505,42.56,90.9,26.21,57.02,83.6097,59.12,58.835,37.08,62.5661,26.69,61.7,58.015,4.395,31.895,65.8,20.395,46.24,69.56,91.6,234.415,69.77,45.375,30.93,96.325,79.12,47.295,30.46,51.15,38.1061,4727.835
35.71,104.18,97.95,63.66,89.085,59.14,50.555,128,26.19,171.5641,758.66,40.1,161.48,44.87,159.14,288.67,34.685,111.79,62.25,67.13,166.94,30.6,28.3925,43.65,57.46,25.07,53.315,96.31,76.335,31.105,76.13,115.73,42.86,124.335,27.09,26.675,79.5,798.462,34.82,21.58,86.32,31.58,30.8389,89.93,71.63,33.325,55.83,43.97,56.49,13.68,40.775,46.52,42.55,90.9,26.22,57.02,83.674,59.14,58.87,37.0752,62.58,26.675,61.7,58.03,4.4,31.8669,65.84,20.4,46.23,69.605,91.601,234.4,69.83,45.375,30.9395,96.3555,79.115,47.27,30.455,51.15,38.12,4728.303
35.7,104.13,97.95,63.67,89.085,59.16,50.565,127.96,26.195,171.4717,758.66,40.1,161.44,44.85,159.1132,288.62,34.69,111.7514,62.2559,67.155,166.94,30.595,28.395,43.64,57.459,25.065,53.28,96.315,76.33,31.09,76.11,115.71,42.86,124.37,27.09,26.68,79.44,798.28,34.82,21.585,86.32,31.59,30.83,89.965,71.62,33.3325,55.84,43.96,56.505,13.69,40.785,46.5069,42.555,90.9,26.22,57.01,83.66,59.14,58.88,37.07,62.56,26.67,61.68,58.035,4.399,31.85,65.82,20.4,46.185,69.57,91.605,234.55,69.81,45.375,30.9261,96.3,79.115,47.255,30.43,51.15,38.14,4727.969
35.7,104.1762,97.96,63.7,89.1,59.17,50.54,127.98,26.19,171.47,758.6625,40.095,161.5,44.85,159.07,288.73,34.7,111.77,62.25,67.155,166.97,30.6,28.395,43.65,57.46,25.06,53.29,96.32,76.349,31.09,76.12,115.66,42.855,124.42,27.09,26.68,79.445,798.15,34.811,21.58,86.34,31.58,30.83,90.03,71.6101,33.34,55.86,43.97,56.51,13.69,40.79,46.5076,42.555,90.92,26.22,57.01,83.72,59.16,58.86,37.075,62.5858,26.67,61.67,58.01,4.395,31.855,65.835,20.4,46.1999,69.6,91.63,234.492,69.82,45.41,30.92,96.335,79.11,47.265,30.465,51.15,38.1316,4728.137
35.71,104.17,97.93,63.69,89.1,59.17,50.54,128.01,26.2,171.5,758.67,40.095,161.49,44.84,159.12,289.01,34.685,111.81,62.25,67.135,166.99,30.6,28.4,43.63,57.46,25.06,53.2801,96.299,76.37,31.091,76.13,115.63,42.85,124.349,27.08,26.675,79.49,798.42,34.82,21.58,86.34,31.54,30.78,90.03,71.62,33.36,55.87,43.96,56.51,13.685,40.79,46.53,42.56,90.91,26.22,56.99,83.72,59.16,58.865,37.07,62.598,26.67,61.69,58.0242,4.395,31.85,65.845,20.4,46.19,69.61,91.6,234.3,69.81,45.41,30.92,96.37,79.115,47.265,30.465,51.15,38.131,4728.586
35.69,104.185,97.92,63.71,89.07,59.16,50.54,128,26.195,171.52,758.581,40.09,161.555,44.855,159.14,289,34.68,111.81,62.23,67.14,167.0126,30.5936,28.395,43.64,57.45,25.07,53.265,96.29,76.33,31.09,76.09,115.62,42.82,124.33,27.079,26.665,79.51,798.15,34.8142,21.585,86.3042,31.52,30.76,90.03,71.62,33.37,55.86,43.93,56.49,13.709,40.795,46.53,42.6,90.93,26.22,56.991,83.71,59.15,58.86,37.06,62.59,26.67,61.71,58.05,4.395,31.87,65.86,20.41,46.175,69.61,91.62,234.1375,69.81,45.4,30.91,96.33,79.1,47.225,30.455,51.14,38.135,4727.995
35.68,104.18,97.9,63.7139,89.05,59.16,50.55,127.88,26.2,171.54,758.28,40.08,161.5402,44.86,159.23,288.95,34.685,111.83,62.23,67.11,167.022,30.595,28.385,43.63,57.45,25.06,53.265,96.3,76.34,31.09,76.105,115.58,42.82,124.36,27.07,26.67,79.57,797.7324,34.82,21.59,86.31,31.51,30.76,90.1,71.61,33.375,55.86,43.93,56.49,13.72,40.8,46.56,42.59,90.93,26.22,56.96,83.73,59.15,58.87,37.06,62.6,26.675,61.725,58.0301,4.395,31.875,65.89,20.41,46.18,69.64,91.63,234.065,69.82,45.4,30.904,96.39,79.095,47.2002,30.46,51.15,38.14,4727.895
35.695,104.2,97.93,63.69,89.075,59.17,50.55,127.91,26.2,171.57,758.33,40.085,161.585,44.845,159.21,289.07,34.689,111.85,62.255,67.13,167.0314,30.6,28.385,43.64,57.445,25.07,53.265,96.3,76.32,31.095,76.1,115.525,42.83,124.4199,27.07,26.665,79.56,797.3638,34.8156,21.6,86.32,31.51,30.76,90.16,71.63,33.405,55.87,43.92,56.51,13.73,40.815,46.585,42.58,90.97,26.21,57.01,83.73,59.17,58.865,37.065,62.61,26.68,61.73,58.03,4.39,31.88,65.91,20.415,46.165,69.6606,91.64,234.095,69.82,45.4,30.9068,96.42,79.155,47.205,30.46,51.145,38.17,4728.242
35.69,104.225,97.97,63.7,89.1359,59.26,50.55,127.94,26.235,171.65,758.14,40.095,161.725,44.86,159.24,289.24,34.685,111.94,62.28,67.14,167.12,30.6,28.4,43.63,57.445,25.075,53.295,96.36,76.34,31.11,76.09,115.6225,42.825,124.435,27.065,26.67,79.57,797.77,34.83,21.59,86.37,31.53,30.78,90.25,71.65,33.41,55.885,43.96,56.52,13.74,40.83,46.61,42.6,91.03,26.215,57.04,83.88,59.19,58.91,37.09,62.62,26.7,61.75,58.07,4.395,31.88,65.96,20.42,46.18,69.75,91.67,234.16,69.87,45.41,30.925,96.49,79.1365,47.21,30.4542,51.17,38.175,4729.615
35.69,104.205,97.97,63.69,89.14,59.27,50.56,127.96,26.23,171.67,758.01,40.1,161.75,44.87,159.22,289.2008,34.675,111.97,62.26,67.13,167.174,30.595,28.395,43.61,57.445,25.08,53.31,96.38,76.3799,31.111,76.1,115.67,42.815,124.4001,27.075,26.67,79.53,797.96,34.83,21.59,86.35,31.54,30.77,90.18,71.64,33.425,55.875,43.94,56.5161,13.7361,40.82,46.635,42.61,91.12,26.22,57.03,83.86,59.19,58.905,37.08,62.61,26.71,61.78,58.065,4.4,31.871,65.955,20.415,46.17,69.745,91.685,233.99,69.85,45.41,30.9298,96.49,79.135,47.225,30.46,51.18,38.173,4729.377
35.69,104.2,97.98,63.69,89.17,59.27,50.565,128.03,26.235,171.67,758.2253,40.095,161.76,44.89,159.23,289.28,34.67,112,62.2807,67.135,167.2,30.5949,28.4,43.64,57.4475,25.07,53.335,96.41,76.3798,31.11,76.0968,115.7,42.83,124.42,27.08,26.67,79.525,797.855,34.83,21.6,86.33,31.54,30.77,90.14,71.66,33.4241,55.87,43.9414,56.51,13.74,40.815,46.63,42.61,91.14,26.22,57.03,83.89,59.205,58.94,37.09,62.6,26.71,61.79,58.07,4.4,31.91,65.93,20.415,46.18,69.81,91.7,234.135,69.8475,45.44,30.9261,96.4896,79.125,47.275,30.46,51.17,38.1541,4729.664
35.69,104.23,97.93,63.6925,89.12,59.28,50.58,128.14,26.22,171.67,758.65,40.1,161.76,44.905,159.31,289.32,34.67,111.94,62.29,67.151,167.195,30.595,28.4,43.65,57.45,25.08,53.36,96.45,76.38,31.105,76.14,115.74,42.82,124.48,27.07,26.675,79.52,797.815,34.83,21.595,86.33,31.54,30.77,90.16,71.695,33.425,55.89,43.93,56.52,13.735,40.82,46.625,42.6125,91.16,26.22,57.04,83.87,59.2,58.935,37.09,62.64,26.71,61.79,58.09,4.4,31.93,65.95,20.425,46.175,69.84,91.67,234.13,69.85,45.45,30.929,96.48,79.14,47.305,30.46,51.17,38.14,4730.101
35.71,104.25,97.94,63.69,89.094,59.35,50.59,128.11,26.23,171.69,758.27,40.095,161.77,44.92,159.2,289.38,34.675,111.98,62.29,67.1783,167.19,30.5925,28.4,43.64,57.445,25.07,53.39,96.42,76.41,31.115,76.1846,115.74,42.82,124.4999,27.07,26.69,79.502,797.85,34.84,21.595,86.35,31.54,30.79,90.15,71.73,33.425,55.89,43.94,56.52,13.735,40.84,46.64,42.6,91.13,26.235,57.03,83.89,59.19,58.925,37.07,62.62,26.729,61.81,58.1,4.4,31.95,65.9661,20.419,46.18,69.845,91.67,234.1985,69.8525,45.47,30.9356,96.51,79.135,47.31,30.45,51.15,38.13,4730.305
35.721,104.25,97.95,63.69,89.11,59.355,50.62,128.06,26.22,171.73,758.2,40.1,161.79,44.92,159.185,289.44,34.675,111.94,62.29,67.18,167.19,30.61,28.39,43.64,57.445,25.08,53.41,96.44,76.42,31.125,76.19,115.76,42.815,124.53,27.075,26.69,79.495,797.48,34.8359,21.6,86.39,31.54,30.78,90.155,71.72,33.43,55.9,43.966,56.54,13.74,40.84,46.64,42.63,91.11,26.235,57.025,83.92,59.2031,58.9272,37.0801,62.6236,26.72,61.82,58.11,4.4,31.95,65.96,20.425,46.17,69.84,91.63,234.13,69.86,45.49,30.945,96.49,79.21,47.3348,30.455,51.153,38.155,4730.881
35.71,104.2414,97.95,63.695,89.1,59.31,50.61,128.11,26.22,171.73,758.21,40.1,161.78,44.87,159.215,289.47,34.675,111.93,62.28,67.18,167.17,30.61,28.38,43.64,57.43,25.075,53.43,96.44,76.4,31.115,76.18,115.84,42.81,124.5795,27.07,26.69,79.505,797.73,34.84,21.6,86.35,31.535,30.79,90.17,71.715,33.43,55.91,43.95,56.54,13.735,40.84,46.63,42.655,91.1,26.235,57.065,83.915,59.2,58.9302,37.09,62.625,26.705,61.815,58.095,4.4,31.945,65.985,20.43,46.2,69.85,91.5,234.0748,69.87,45.48,30.937,96.43,79.195,47.3298,30.485,51.14,38.175,4731.018
35.71,104.25,97.99,63.74,89.14,59.32,50.6,128.12,26.22,171.77,758.62,40.1,161.78,44.88,159.2,289.48,34.675,111.95,62.2807,67.175,167.21,30.604,28.38,43.6499,57.4275,25.1,53.42,96.45,76.38,31.11,76.185,115.81,42.8,124.5761,27.071,26.69,79.5,797.73,34.84,21.6,86.35,31.53,30.78,90.1,71.73,33.42,55.93,43.95,56.54,13.74,40.845,46.65,42.66,91.145,26.235,57.08,84.01,59.19,58.99,37.1,62.615,26.73,61.78,58.11,4.395,31.945,65.98,20.42,46.17,69.88,91.48,234.275,69.86,45.49,30.935,96.49,79.195,47.36,30.4801,51.15,38.18,4731.478
35.7,104.21,98,63.73,89.145,59.33,50.6,128.24,26.225,171.82,758.56,40.1,161.82,44.875,159.24,289.5901,34.652,111.98,62.3007,67.175,167.22,30.605,28.38,43.64,57.45,25.095,53.44,96.47,76.37,31.11,76.19,115.9,42.795,124.5805,27.075,26.69,79.4952,797.879,34.85,21.605,86.34,31.53,30.78,90.13,71.72,33.39,55.94,43.935,56.56,13.74,40.835,46.66,42.66,91.12,26.235,57.11,83.98,59.2,58.98,37.11,62.61,26.715,61.785,58.105,4.395,31.945,66,20.435,46.2,69.88,91.458,234.42,69.87,45.485,30.94,96.56,79.195,47.385,30.48,51.155,38.175,4731.533
35.69,104.25,98.01,63.74,89.13,59.33,50.59,128.26,26.23,171.81,758.49,40.1,161.81,44.88,159.25,289.59,34.655,111.94,62.3007,67.155,167.2,30.6,28.38,43.65,57.49,25.1,53.41,96.45,76.385,31.11,76.23,115.99,42.8,124.574,27.07,26.685,79.48,797.1701,34.85,21.59,86.31,31.535,30.79,90.13,71.71,33.38,55.9,43.93,56.5639,13.735,40.84,46.66,42.65,91.08,26.235,57.1099,83.99,59.2,59,37.12,62.63,26.715,61.77,58.11,4.4,31.95,65.99,20.42,46.1962,69.9,91.439,234.5388,69.9,45.5,30.946,96.54,79.195,47.415,30.475,51.14,38.17,4731.168
35.695,104.23,97.9742,63.71,89.1,59.31,50.58,128.17,26.221,171.73,758.08,40.1,161.76,44.87,159.24,289.48,34.655,111.95,62.28,67.155,167.2,30.595,28.375,43.65,57.4899,25.09,53.39,96.43,76.345,31.11,76.165,116.02,42.78,124.44,27.07,26.68,79.48,796.79,34.85,21.59,86.295,31.53,30.79,90.13,71.69,33.37,55.85,43.925,56.55,13.735,40.835,46.65,42.65,91.07,26.235,57.0558,83.96,59.185,59,37.1,62.615,26.695,61.775,58.07,4.4,31.94,65.99,20.425,46.19,69.81,91.42,234.5495,69.88,45.5,30.93,96.48,79.145,47.47,30.475,51.13,38.165,4730.052
35.715,104.23,98,63.734,89.1,59.32,50.55,128.23,26.225,171.75,758.29,40.13,161.8,44.87,159.19,289.49,34.655,111.97,62.31,67.171,167.26,30.595,28.3701,43.65,57.5,25.1,53.42,96.46,76.39,31.115,76.165,116.09,42.78,124.4318,27.07,26.685,79.49,796.52,34.85,21.59,86.33,31.57,30.81,90.22,71.73,33.38,55.88,43.955,56.55,13.74,40.85,46.67,42.66,91.08,26.245,57.09,84.005,59.19,59.03,37.11,62.62,26.72,61.8,58.07,4.395,31.98,65.9999,20.435,46.23,69.845,91.46,234.65,69.91,45.51,30.93,96.545,79.2,47.5,30.455,51.14,38.1842,4730.603
35.735,104.2359,97.96,63.76,89.08,59.32,50.56,128.28,26.2299,171.76,758.28,40.105,161.77,44.85,159.25,289.34,34.655,111.9508,62.29,67.19,167.27,30.595,28.375,43.65,57.485,25.1,53.42,96.48,76.35,31.11,76.16,116.056,42.79,124.449,27.08,26.685,79.505,796.98,34.84,21.59,86.31,31.57,30.8,90.26,71.66,33.38,55.89,43.98,56.55,13.75,40.85,46.66,42.65,91.06,26.235,57.08,83.98,59.17,59.01,37.1,62.61,26.71,61.82,58.06,4.395,31.995,66,20.435,46.26,69.81,91.49,234.48,69.91,45.5,30.93,96.5,79.21,47.47,30.46,51.12,38.17,4730.557
35.735,104.22,97.97,63.76,89.06,59.32,50.55,128.28,26.225,171.735,758.16,40.1,161.685,44.84,159.175,289.4942,34.66,111.95,62.31,67.18,167.2244,30.595,28.375,43.6269,57.48,25.1,53.395,96.49,76.39,31.12,76.17,116.045,42.79,124.44,27.075,26.6836,79.49,796.475,34.83,21.58,86.3201,31.57,30.8,90.19,71.66,33.37,55.89,43.9631,56.525,13.735,40.837,46.655,42.65,91.0807,26.23,57.1,83.97,59.16,59.0163,37.1,62.5964,26.71,61.83,58.09,4.39,31.971,65.995,20.445,46.29,69.81,91.4994,234.52,69.89,45.5,30.9319,96.5347,79.215,47.4301,30.46,51.125,38.165,4730.279
35.73,104.22,97.94,63.79,89.04,59.32,50.54,128.26,26.225,171.71,757.7,40.095,161.74,44.84,159.2,289.45,34.655,111.96,62.28,67.19,167.22,30.59,28.375,43.61,57.47,25.09,53.39,96.46,76.355,31.11,76.18,116.03,42.79,124.38,27.08,26.68,79.4601,796.25,34.83,21.575,86.3,31.55,30.785,90.2,71.63,33.36,55.895,43.94,56.52,13.73,40.835,46.65,42.65,91.03,26.23,57.071,83.969,59.18,59.01,37.1041,62.5941,26.71,61.815,58.075,4.395,31.95,66,20.445,46.28,69.81,91.49,234.56,69.9,45.5,30.939,96.52,79.215,47.38,30.455,51.14,38.155,4729.446
35.7202,104.19,97.93,63.8,89.02,59.32,50.545,128.282,26.2139,171.67,757.772,40.105,161.7,44.825,159.225,289.37,34.6539,111.92,62.28,67.1892,167.15,30.58,28.375,43.64,57.465,25.085,53.31,96.43,76.35,31.105,76.159,115.98,42.77,124.33,27.06,26.6739,79.495,794.49,34.825,21.59,86.27,31.56,30.78,90.2,71.6001,33.34,55.8999,43.91,56.51,13.73,40.83,46.65,42.65,91.02,26.235,57.09,83.97,59.16,58.95,37.1,62.57,26.7,61.8,58.0539,4.394,31.95,65.99,20.445,46.255,69.78,91.48,234.4,69.905,45.495,30.92,96.48,79.16,47.375,30.455,51.14,38.145,4727.71
35.72,104.2,97.89,63.83,89,59.35,50.54,128.23,26.235,171.77,757.819,40.13,161.725,44.83,159.2699,289.49,34.6501,112,62.26,67.204,167.19,30.58,28.36,43.63,57.451,25.1,53.3,96.44,76.37,31.1,76.11,116,42.76,124.34,27.075,26.68,79.505,794.335,34.829,21.58,86.29,31.58,30.79,90.27,71.61,33.34,55.87,43.92,56.51,13.733,40.82,46.68,42.65,90.99,26.235,57.13,83.98,59.1524,58.9375,37.1019,62.561,26.69,61.7924,58.07,4.4,31.94,65.98,20.45,46.2501,69.785,91.48,234.25,69.89,45.5122,30.915,96.59,79.19,47.389,30.4966,51.13,38.135,4727.791
35.7,104.154,97.86,63.8,88.9861,59.32,50.545,128.285,26.235,171.65,757.52,40.135,161.6762,44.82,159.25,289.29,34.64,112.051,62.265,67.17,167.17,30.57,28.355,43.619,57.445,25.08,53.255,96.41,76.37,31.08,76.11,115.92,42.75,124.31,27.07,26.67,79.48,794.37,34.83,21.58,86.255,31.57,30.78,90.22,71.58,33.33,55.86,43.9,56.51,13.72,40.815,46.67,42.64,90.9561,26.23,57.1299,83.98,59.1401,58.92,37.09,62.55,26.69,61.775,58.06,4.38,31.92,65.98,20.44,46.26,69.77,91.43,234.199,69.88,45.51,30.9199,96.53,79.19,47.385,30.485,51.11,38.14,4726.91
35.68,104.1186,97.84,63.75,88.945,59.2736,50.54,128.27,26.22,171.63,756.84,40.135,161.58,44.795,159.21,289.14,34.62,112.02,62.22,67.135,167.085,30.56,28.35,43.59,57.4445,25.075,53.25,96.34,76.31,31.08,76.105,115.77,42.72,124.275,27.055,26.65,79.45,794.3,34.81,21.56,86.2364,31.57,30.78,90.15,71.57,33.31,55.845,43.89,56.505,13.7,40.79,46.62,42.61,90.9,26.21,57.07,83.86,59.14,58.885,37.09,62.515,26.68,61.758,58.04,4.38,31.9,65.88,20.43,46.235,69.7,91.38,234.1713,69.84,45.49,30.9059,96.44,79.165,47.35,30.47,51.05,38.125,4725.23
35.6635,104.1344,97.81,63.77,88.95,59.27,50.54,128.34,26.23,171.66,756.6,40.135,161.55,44.8,159.2,289.151,34.624,112.0105,62.2207,67.13,167.119,30.561,28.35,43.61,57.44,25.075,53.27,96.31,76.31,31.085,76.11,115.86,42.73,124.21,27.055,26.655,79.5056,794.46,34.8139,21.56,86.245,31.57,30.78,90.13,71.56,33.31,55.85,43.9,56.51,13.7,40.78,46.64,42.6,90.88,26.215,57.06,83.84,59.15,58.9,37.09,62.525,26.675,61.77,58.03,4.38,31.915,65.87,20.435,46.25,69.69,91.36,234.185,69.82,45.48,30.909,96.48,79.2,47.375,30.46,51.06,38.12,4725.375
35.67,104.148,97.81,63.78,88.931,59.26,50.5499,128.2,26.225,171.58,755.79,40.18,161.56,44.78,159.25,289.01,34.615,111.95,62.203,67.135,167.08,30.565,28.3534,43.589,57.445,25.07,53.275,96.33,76.37,31.085,75.99,115.845,42.738,124.155,27.055,26.645,79.47,794.2,34.82,21.55,86.26,31.555,30.78,90.11,71.58,33.315,55.84,43.91,56.51,13.69,40.76,46.61,42.59,90.88,26.215,57.05,83.83,59.135,58.89,37.1,62.52,26.67,61.77,58.0299,4.375,31.9,65.87,20.435,46.245,69.68,91.361,234.186,69.81,45.49,30.919,96.43,79.22,47.365,30.445,51.055,38.105,4724.571
35.73,104.19,97.84,63.81,88.9972,59.31,50.56,128.26,26.24,171.71,756.5,40.26,161.73,44.83,159.28,289.06,34.64,111.99,62.22,67.19,167.15,30.58,28.38,43.64,57.47,25.11,53.29,96.42,76.33,31.1,76,115.96,42.7601,124.27,27.085,26.68,79.52,794.2735,34.83,21.565,86.28,31.6,30.795,90.19,71.66,33.34,55.86,43.92,56.54,13.72,40.79,46.63,42.62,90.94,26.24,57.12,83.95,59.17,58.98,37.14,62.57,26.675,61.85,58.06,4.3799,31.94,65.86,20.44,46.28,69.76,91.47,234.38,69.83,45.54,30.925,96.49,79.24,47.43,30.465,51.1,38.14,4726.687
35.73,104.2099,97.82,63.81,89.03,59.3,50.56,128.22,26.24,171.71,756.79,40.23,161.81,44.82,159.27,289.13,34.635,112.02,62.215,67.185,167.185,30.56,28.375,43.63,57.48,25.12,53.32,96.4,76.32,31.105,76.015,115.99,42.77,124.3,27.08,26.68,79.52,794.19,34.825,21.58,86.27,31.61,30.8,90.18,71.69,33.359,55.8699,43.92,56.535,13.725,40.79,46.625,42.65,90.9967,26.235,57.17,83.98,59.17,58.98,37.13,62.57,26.68,61.86,58.065,4.38,31.94,65.95,20.44,46.275,69.77,91.48,234.34,69.85,45.54,30.929,96.48,79.25,47.3873,30.465,51.09,38.145,4727.335
35.755,104.22,97.86,63.8,89.07,59.32,50.565,128.24,26.24,171.75,756.793,40.22,161.8253,44.84,159.285,288.96,34.65,112.1,62.2107,67.18,167.23,30.5741,28.38,43.65,57.505,25.125,53.34,96.45,76.31,31.115,76.03,116.03,42.79,124.29,27.08,26.68,79.53,794.04,34.845,21.58,86.31,31.6,30.7975,90.21,71.71,33.35,55.875,43.95,56.545,13.74,40.8,46.63,42.68,90.98,26.26,57.1658,83.999,59.17,58.995,37.15,62.56,26.7,61.87,58.079,4.375,31.955,65.94,20.445,46.3,69.8,91.52,234.29,69.89,45.525,30.925,96.54,79.31,47.3899,30.4705,51.13,38.16,4728.198
35.735,104.2,97.83,63.8,89.08,59.29,50.55,128.25,26.24,171.76,756.73,40.155,161.825,44.85,159.27,289.06,34.65,111.98,62.215,67.18,167.21,30.585,28.375,43.65,57.495,25.12,53.35,96.43,76.27,31.115,76.055,116.01,42.785,124.21,27.07,26.68,79.53,793.94,34.84,21.58,86.31,31.62,30.81,90.195,71.73,33.35,55.86,43.94,56.535,13.74,40.79,46.6,42.66,90.9756,26.27,57.14,84.03,59.16,59,37.15,62.56,26.68,61.865,58.06,4.375,31.951,65.95,20.445,46.295,69.8,91.52,234.245,69.85,45.53,30.9252,96.5878,79.26,47.3701,30.47,51.13,38.145,4727.423
35.715,104.181,97.8,63.77,89.03,59.26,50.5401,128.26,26.22,171.7,756.29,40.18,161.72,44.84,159.26,288.93,34.65,111.93,62.21,67.16,167.195,30.575,28.36,43.62,57.48,25.1,53.36,96.42,76.255,31.105,76.05,115.974,42.77,124.1911,27.05,26.67,79.51,793.58,34.805,21.57,86.25,31.62,30.81,90.14,71.7,33.35,55.84,43.895,56.53,13.725,40.78,46.59,42.64,90.94,26.265,57.13,83.96,59.15,58.97,37.13,62.54,26.68,61.82,58.05,4.375,31.94,65.91,20.445,46.29,69.74,91.46,234.27,69.82,45.49,30.91,96.49,79.3,47.35,30.47,51.13,38.14,4726.188
35.71,104.2032,97.77,63.75,89.02,59.25,50.51,128.26,26.22,171.68,756.469,40.16,161.71,44.82,159.33,289.05,34.635,111.965,62.21,67.17,167.12,30.575,28.36,43.635,57.46,25.105,53.359,96.41,76.27,31.105,75.99,116,42.765,124.2278,27.045,26.67,79.51,793.42,34.8266,21.56,86.26,31.63,30.805,90.11,71.69,33.35,55.845,43.89,56.5002,13.725,40.79,46.59,42.62,90.97,26.26,57.14,83.97,59.15,58.9669,37.13,62.54,26.68,61.83,58.0301,4.375,31.955,65.91,20.44,46.295,69.745,91.46,234.24,69.83,45.485,30.91,96.51,79.26,47.38,30.475,51.14,38.15,4725.88
35.715,104.19,97.82,63.79,89.06,59.285,50.525,128.24,26.24,171.73,757,40.145,161.81,44.84,159.33,289.06,34.635,111.99,62.25,67.19,167.15,30.581,28.37,43.63,57.48,25.145,53.4,96.4,76.32,31.13,76,116.17,42.75,124.26,27.06,26.685,79.54,793.37,34.835,21.575,86.29,31.65,30.82,90.18,71.73,33.355,55.85,43.92,56.515,13.73,40.8,46.6,42.63,91,26.29,57.18,84.03,59.13,58.98,37.13,62.57,26.7,61.845,58.06,4.375,31.955,65.96,20.445,46.34,69.79,91.49,234.325,69.85,45.51,30.925,96.53,79.265,47.41,30.475,51.17,38.19,4727.264
